occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey,name_to_use,description_text,check_ENA_with_GBIF,manual_verification_needed
,Helophorus korotyaevi,"Helophorus korotyaevi Angus, 1985",8744270,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus korotyaevi,Helophorus korotyaevi,"Angus, 1985",8744270,,original,,,
,Helophorus leontis,"Helophorus leontis Angus, 1985",8829182,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus leontis,Helophorus leontis,"Angus, 1985",8829182,,original,,,
,Helophorus hirsutiventris,"Helophorus hirsutiventris Angus, 1984",8889472,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus hirsutiventris,Helophorus hirsutiventris,"Angus, 1984",8889472,,original,,,
,Helophorus hispanicus,"Helophorus hispanicus (Sharp, 1915)",8915953,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus hispanicus,Helophorus hispanicus,"(Sharp, 1915) ",8915953,,original,,,
,Helophorus liguricus,"Helophorus liguricus Angus, 1970",8229494,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus liguricus,Helophorus liguricus,"Angus, 1970",8229494,,original,,,
,Helophorus schmidti,"Helophorus schmidti (A.Villa & G.B.Villa, 1838)",7908545,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus schmidti,Helophorus schmidti,"(A.Villa & G.B.Villa, 1838) ",7908545,,original,,,
,Helophorus obscurellus,"Helophorus obscurellus Poppius, 1907",7618312,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus obscurellus,Helophorus obscurellus,"Poppius, 1907",7618312,,original,,,
,Helophorus maritimus,"Helophorus maritimus Rey, 1885",8258689,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus maritimus,Helophorus maritimus,"Rey, 1885",8258689,,original,,,
,Steropes latifrons,"Steropes latifrons Sumakov, 1908",6947396,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Steropes,Steropes latifrons,Steropes latifrons,"Sumakov, 1908",6947396,,original,,,
,Helophorus milleri,"Helophorus milleri Kuwert, 1886",8182050,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus milleri,Helophorus milleri,"Kuwert, 1886",8182050,,original,,,
,Helophorus hammondi,"Helophorus hammondi Angus, 1970",8834117,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus hammondi,Helophorus hammondi,"Angus, 1970",8834117,,original,,,
,Helophorus illustris,"Helophorus illustris Sharp, 1916",8384058,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus illustris,Helophorus illustris,"Sharp, 1916",8384058,,original,,,
,Helophorus jocoteroi,"Helophorus jocoteroi Angus & Diaz, 1991",9214920,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus jocoteroi,Helophorus jocoteroi,"Angus & Diaz, 1991",9214920,,original,,,
,Helophorus kervillei,"Helophorus kervillei Orchymont, 1932",9070091,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus kervillei,Helophorus kervillei,"Orchymont, 1932",9070091,,original,,,
,Helophorus kirgisicus,Helophorus kirgisicus Knisch,10080053,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus kirgisicus,Helophorus kirgisicus,Knisch,10080053,,original,,,
,Helophorus occidentalis,"Helophorus occidentalis Angus, 1983",9223931,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus occidentalis,Helophorus occidentalis,"Angus, 1983",9223931,,original,,,
,Helophorus paraminutus,"Helophorus paraminutus Angus, 1986",8989407,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus paraminutus,Helophorus paraminutus,"Angus, 1986",8989407,,original,,,
,Helophorus puncticollis,"Helophorus puncticollis Rey, 1885",8177620,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus puncticollis,Helophorus puncticollis,"Rey, 1885",8177620,,original,,,
,Helophorus rinki,"Helophorus rinki Angus, 1985",9154171,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus rinki,Helophorus rinki,"Angus, 1985",9154171,,original,,,
,Helophorus seidlitzii,"Helophorus seidlitzii Kuwert, 1885",8816385,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus seidlitzii,Helophorus seidlitzii,"Kuwert, 1885",8816385,,original,,,
,Helophorus similis,"Helophorus similis Kuwert, 1887",9204023,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus similis,Helophorus similis,"Kuwert, 1887",9204023,,original,,,
,Helophorus villosus,"Helophorus villosus Duftschmid, 1805",8873064,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus villosus,Helophorus villosus,"Duftschmid, 1805",8873064,,original,,,
,Hemisphaera miltiadis,"Hemisphaera miltiadis J.Sahlberg, 1908",9142159,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hemisphaera,Hemisphaera miltiadis,Hemisphaera miltiadis,"J.Sahlberg, 1908",9142159,,original,,,
,Laccobius atrocephalus,"Laccobius atrocephalus Reitter, 1872",4404589,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius atrocephalus,Laccobius atrocephalus,"Reitter, 1872",4404589,,original,,,
,Laccobius hispanicus,"Laccobius hispanicus Gentili, 1974",4404594,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius hispanicus,Laccobius hispanicus,"Gentili, 1974",4404594,,original,,,
,Laccobius neapolitanus,"Laccobius neapolitanus Rottenberg, 1874",4404576,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius neapolitanus,Laccobius neapolitanus,"Rottenberg, 1874",4404576,,original,,,
,Laccobius sculptus,"Laccobius sculptus Orchymont, 1935",4404595,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius sculptus,Laccobius sculptus,"Orchymont, 1935",4404595,,original,,,
,Laccobius scutellaris,"Laccobius scutellaris Motschulsky, 1855",4404563,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius scutellaris,Laccobius scutellaris,"Motschulsky, 1855",4404563,,original,,,
,Laccobius femoralis,"Laccobius femoralis Rey, 1885",4434062,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius femoralis,Laccobius femoralis,"Rey, 1885",4434062,,original,,,
,Laccobius revelieri,"Laccobius revelieri Perris, 1864",4434059,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius revelieri,Laccobius revelieri,"Perris, 1864",4434059,,original,,,
,Laccobius moraguesi,"Laccobius moraguesi Régimbart, 1898",4404561,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius moraguesi,Laccobius moraguesi,"Régimbart, 1898",4404561,,original,,,
,Laccobius simulatrix,"Laccobius simulatrix Orchymont, 1932",4404585,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius simulatrix,Laccobius simulatrix,"Orchymont, 1932",4404585,,original,,,
,Laccobius syriacus,"Laccobius syriacus Guillebeau, 1896",4404570,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius syriacus,Laccobius syriacus,"Guillebeau, 1896",4404570,,original,,,
,Paracymus phalacroides,"Paracymus phalacroides (Wollaston, 1867)",4434169,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Paracymus,Paracymus phalacroides,Paracymus phalacroides,"(Wollaston, 1867) ",4434169,,original,,,
,Pelosoma lafertei,"Pelosoma lafertei Mulsant, 1844",4434330,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Pelosoma,Pelosoma lafertei,Pelosoma lafertei,"Mulsant, 1844",4434330,,original,,,
,Sphaeridium substriatum,"Sphaeridium substriatum Faldermann, 1838",7556454,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Sphaeridium,Sphaeridium substriatum,Sphaeridium substriatum,"Faldermann, 1838",7556454,,original,,,
,Ancistronycha occipitalis,"Ancistronycha occipitalis (Rosenhauer, 1847)",4429872,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Ancistronycha,Ancistronycha occipitalis,Ancistronycha occipitalis,"(Rosenhauer, 1847) ",4429872,,original,,,
,Ancistronycha violacea,"Ancistronycha violacea (Paykull, 1798)",4429865,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Ancistronycha,Ancistronycha tigurina,Ancistronycha violacea,"(Paykull, 1798) ",4429865,4429869,gbif,,yes,yes
,Armidia nobilissima,"Armidia nobilissima Reitter, 1884",4430222,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Armidia,Armidia nobilissima,Armidia nobilissima,"Reitter, 1884",4430222,,original,,,
,Armidia signata,"Armidia signata (Ahrens, 1814)",4430214,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Armidia,Armidia signata,Armidia signata,"(Ahrens, 1814) ",4430214,,original,,,
,Boveycantharis dimidiatipes,"Boveycantharis dimidiatipes (Reiche, 1857)",4429846,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Boveycantharis,Boveycantharis dimidiatipes,Boveycantharis dimidiatipes,"(Reiche, 1857) ",4429846,,original,,,
,Boveycantharis unguiculata,"Boveycantharis unguiculata (Baudi di Selve, 1872)",4429850,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Boveycantharis,Boveycantharis unguiculata,Boveycantharis unguiculata,"(Baudi di Selve, 1872) ",4429850,,original,,,
,Cantharis annularis,"Cantharis annularis Ménétriés, 1836",7819655,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis annularis,Cantharis annularis,"Ménétriés, 1836",7819655,,original,,,
,Cantharis assimilis,"Cantharis assimilis Paykull, 1798",9023436,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis assimilis,Cantharis assimilis,"Paykull, 1798",9023436,,original,,,
,Cantharis coronata,"Cantharis coronata Gyllenhal, 1808",8832534,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis coronata,Cantharis coronata,"Gyllenhal, 1808",8832534,,original,,,
,Cantharis instabilis,"Cantharis instabilis Kiesenwetter, 1866",8806933,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis instabilis,Cantharis instabilis,"Kiesenwetter, 1866",8806933,,original,,,
,Cantharis liburnica,"Cantharis liburnica Depoli, 1912",7649193,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis liburnica,Cantharis liburnica,"Depoli, 1912",7649193,,original,,,
,Cantharis monacha,"Cantharis monacha Moscardini, 1862",8822723,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis monacha,Cantharis monacha,"Moscardini, 1862",8822723,,original,,,
,Cantharis paganettii,"Cantharis paganettii (Flach, 1907)",8819683,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis paganettii,Cantharis paganettii,"(Flach, 1907) ",8819683,,original,,,
,Cantharis fresnedai,Animalia,1,HIGHERRANK,95,ACCEPTED,KINGDOM,Animalia,,,,,,,Animalia,,1,,original,,,yes
,Cantharis palliata,"Cantharis palliata Gyllenhal, 1808",8733374,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis palliata,Cantharis palliata,"Gyllenhal, 1808",8733374,,original,,,
,Cantharis paulinoi,"Cantharis paulinoi Kiesenwetter, 1870",8944207,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis paulinoi,Cantharis paulinoi,"Kiesenwetter, 1870",8944207,,original,,,
,Cantharis pyrenaea,"Cantharis pyrenaea Pic, 1906",8728660,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis pyrenaea,Cantharis pyrenaea,"Pic, 1906",8728660,,original,,,
,Cantharis reichei,"Cantharis reichei Mulsant, 1862",8269838,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis reichei,Cantharis reichei,"Mulsant, 1862",8269838,,original,,,
,Cantharis smyrnensis,"Cantharis smyrnensis (Marseul, 1864)",9031933,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis smyrnensis,Cantharis smyrnensis,"(Marseul, 1864) ",9031933,,original,,,
,Cantharis xanthoporpa,"Cantharis xanthoporpa Kiesenwetter, 1860",7947952,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis xanthoporpa,Cantharis xanthoporpa,"Kiesenwetter, 1860",7947952,,original,,,
,Cordicantharis longicollis,"Cordicantharis longicollis (Kiesenwetter, 1859)",4429602,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cordicantharis,Cordicantharis longicollis,Cordicantharis longicollis,"(Kiesenwetter, 1859) ",4429602,,original,,,
,Cratosilis distinguenda,"Cratosilis distinguenda (Baudi di Selve, 1859)",4429584,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cratosilis,Cratosilis distinguenda,Cratosilis distinguenda,"(Baudi di Selve, 1859) ",4429584,,original,,,
,Cratosilis laeta,"Cratosilis laeta (Fabricius, 1792)",4429597,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cratosilis,Cratosilis laeta,Cratosilis laeta,"(Fabricius, 1792) ",4429597,,original,,,
,Macrocerus kadleci,"Macrocerus kadleci Švihla, 2002",8980055,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Macrocerus,Macrocerus kadleci,Macrocerus kadleci,"Švihla, 2002",8980055,,original,,,
,Macrocerus sinuatocollis,"Macrocerus sinuatocollis (Kiesenwetter, 1852)",8793496,EXACT,99,DOUBTFUL,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Macrocerus,Macrocerus sinuatocollis,Macrocerus sinuatocollis,"(Kiesenwetter, 1852) ",8793496,,original,,,yes
,Macrocerus tunicatus,"Macrocerus tunicatus (Kiesenwetter, 1863)",7565586,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Macrocerus,Macrocerus tunicatus,Macrocerus tunicatus,"(Kiesenwetter, 1863) ",7565586,,original,,,
,Malthinus axillaris,"Malthinus axillaris Kiesenwetter, 1852",4430291,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthinus,Malthinus axillaris,Malthinus axillaris,"Kiesenwetter, 1852",4430291,,original,,,
,Malthinus diffusus,"Malthinus diffusus Kiesenwetter, 1865",4430232,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthinus,Malthinus diffusus,Malthinus diffusus,"Kiesenwetter, 1865",4430232,,original,,,
,Malthinus geniculatus,"Malthinus geniculatus Kiesenwetter, 1859",4430360,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthinus,Malthinus geniculatus,Malthinus geniculatus,"Kiesenwetter, 1859",4430360,,original,,,
,Malthinus ganesh,"Malthinus Latreille, 1806",4406159,HIGHERRANK,96,ACCEPTED,GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthinus,,Malthinus,"Latreille, 1806",4406159,,original,,,yes
,Malthinus mutabilis,"Malthinus mutabilis Wollaston, 1862",4430385,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthinus,Malthinus mutabilis,Malthinus mutabilis,"Wollaston, 1862",4430385,,original,,,
,Malthinus rhaphidiceps,"Malthinus rhaphidiceps Kiesenwetter, 1852",4430348,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthinus,Malthinus rhaphidiceps,Malthinus rhaphidiceps,"Kiesenwetter, 1852",4430348,,original,,,
,Malthinus scapularis,"Malthinus scapularis Marseul, 1877",4430269,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthinus,Malthinus scapularis,Malthinus scapularis,"Marseul, 1877",4430269,,original,,,
,Malthinus scriptus,"Malthinus scriptus Kiesenwetter, 1852",4430390,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthinus,Malthinus scriptus,Malthinus scriptus,"Kiesenwetter, 1852",4430390,,original,,,
,Malthinus turcicus,Malthinus turcicus Pic,4430242,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthinus,Malthinus dalmatinus,Malthinus turcicus,Pic,4430242,4430307,gbif,,yes,yes
,Malthodes alpicola,"Malthodes alpicola Kiesenwetter, 1852",4430595,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes alpicola,Malthodes alpicola,"Kiesenwetter, 1852",4430595,,original,,,
,Malthodes argivus,"Malthodes argivus Kiesenwetter, 1859",4430520,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes argivus,Malthodes argivus,"Kiesenwetter, 1859",4430520,,original,,,
,Malthodes berytensis,"Malthodes berytensis Reiche, 1857",4430762,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes berytensis,Malthodes berytensis,"Reiche, 1857",4430762,,original,,,
,Malthodes bifurcatus,"Malthodes bifurcatus Kiesenwetter, 1852",4430726,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes bifurcatus,Malthodes bifurcatus,"Kiesenwetter, 1852",4430726,,original,,,
,Malthodes chelifer,"Malthodes chelifer (Kiesenwetter, 1851)",4430505,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes chelifer,Malthodes chelifer,"(Kiesenwetter, 1851) ",4430505,,original,,,
,Malthodes corsicus,"Malthodes corsicus Kiesenwetter, 1871",4430688,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes corsicus,Malthodes corsicus,"Kiesenwetter, 1871",4430688,,original,,,
,Malthodes cruciferarum,"Malthodes cruciferarum Kiesenwetter, 1866",4430610,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes cruciferarum,Malthodes cruciferarum,"Kiesenwetter, 1866",4430610,,original,,,
,Malthodes cyphonurus,"Malthodes cyphonurus Kiesenwetter, 1861",4430587,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes cyphonurus,Malthodes cyphonurus,"Kiesenwetter, 1861",4430587,,original,,,
,Malthodes cypricus,"Malthodes cypricus Pic, 1911",4430572,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes cypricus,Malthodes cypricus,"Pic, 1911",4430572,,original,,,
,Malthodes forcipifer,"Malthodes forcipifer Kiesenwetter, 1852",9257042,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes forcipifer,Malthodes forcipifer,"Kiesenwetter, 1852",9257042,,original,,,
,Malthodes genistae,"Malthodes genistae Kiesenwetter, 1866",4430556,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes genistae,Malthodes genistae,"Kiesenwetter, 1866",4430556,,original,,,
,Malthodes graecus,"Malthodes graecus Kiesenwetter, 1872",4430546,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes graecus,Malthodes graecus,"Kiesenwetter, 1872",4430546,,original,,,
,Malthodes laciniatus,"Malthodes laciniatus Kiesenwetter, 1852",4430619,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes laciniatus,Malthodes laciniatus,"Kiesenwetter, 1852",4430619,,original,,,
,Malthodes lautus,"Malthodes lautus Kiesenwetter, 1852",4430576,EXACT,98,DOUBTFUL,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes lautus,Malthodes lautus,"Kiesenwetter, 1852",4430576,,original,,,yes
,Malthodes ludwigi,"Malthodes ludwigi Pic, 1901",4430440,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes ludwigi,Malthodes ludwigi,"Pic, 1901",4430440,,original,,,
,Malthodes mendax,"Malthodes mendax Kiesenwetter, 1871",4430704,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes mendax,Malthodes mendax,"Kiesenwetter, 1871",4430704,,original,,,
,Malthodes novaki,"Malthodes novaki (Reitter, 1894)",4430503,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes novaki,Malthodes novaki,"(Reitter, 1894) ",4430503,,original,,,
,Malthodes pusillopygus,"Malthodes pusillopygus Wittmer, 1965",4430609,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes pusillopygus,Malthodes pusillopygus,"Wittmer, 1965",4430609,,original,,,
,Malthodes trifurcatus,"Malthodes trifurcatus Kiesenwetter, 1852",4430740,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes trifurcatus,Malthodes trifurcatus,"Kiesenwetter, 1852",4430740,,original,,,
,Malthodes validicornis,"Malthodes validicornis Suffrian, 1851",4430662,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes validicornis,Malthodes validicornis,"Suffrian, 1851",4430662,,original,,,
,Malthodes insulcatus,"Malthodes insulcatus Pic, 1903",4430707,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes insulcatus,Malthodes insulcatus,"Pic, 1903",4430707,,original,,,
,Metacantharis balcanograeca,"Metacantharis balcanograeca Wittmer, 1969",4429637,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Metacantharis,Metacantharis balcanograeca,Metacantharis balcanograeca,"Wittmer, 1969",4429637,,original,,,
,Metacantharis picciolii,"Metacantharis picciolii (Ragusa, 1870)",4429606,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Metacantharis,Metacantharis picciolii,Metacantharis picciolii,"(Ragusa, 1870) ",4429606,,original,,,
,Metacantharis turcica,"Metacantharis turcica (Marseul, 1864)",4429633,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Metacantharis,Metacantharis turcica,Metacantharis turcica,"(Marseul, 1864) ",4429633,,original,,,
,Occathemus tarsalis,"Occathemus tarsalis (Mulsant, 1862)",4429638,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Occathemus,Occathemus tarsalis,Occathemus tarsalis,"(Mulsant, 1862) ",4429638,,original,,,
,Podistra birnbacheri,"Podistra birnbacheri Krauss, 1894",4429879,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Podistra,Podistra birnbacheri,Podistra birnbacheri,"Krauss, 1894",4429879,,original,,,
,Podistra rupicola,"Podistra rupicola Kiesenwetter, 1863",4429881,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Podistra,Podistra rupicola,Podistra rupicola,"Kiesenwetter, 1863",4429881,,original,,,
,Rhagonycha approximana,"Rhagonycha approximana (Fairmaire, 1884)",4429799,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha approximana,Rhagonycha approximana,"(Fairmaire, 1884) ",4429799,,original,,,
,Rhagonycha bithinica,"Rhagonycha Eschscholtz, 1830",4407026,HIGHERRANK,96,ACCEPTED,GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,,Rhagonycha,"Eschscholtz, 1830",4407026,,original,,,yes
