occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,Pterostichus phaeopus,"Pterostichus phaeopus (Sainte-Claire Deville, 1903)",8131814,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus phaeopus,Pterostichus phaeopus,"(Sainte-Claire Deville, 1903) ",8131814,
,Pterostichus pilosus,"Pterostichus pilosus (Host, 1790)",8099073,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus pilosus,Pterostichus pilosus,"(Host, 1790) ",8099073,
,Pterostichus schaschli,"Pterostichus schaschli (Marseul, 1880)",7639015,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus schaschli,Pterostichus schaschli,"(Marseul, 1880) ",7639015,
,Syntomus fuscomaculatus,"Syntomus fuscomaculatus (Motschulsky, 1844)",4479876,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Syntomus,Syntomus fuscomaculatus,Syntomus fuscomaculatus,"(Motschulsky, 1844) ",4479876,
,Pterostichus tenuimarginatus,"Pterostichus tenuimarginatus (Chaudoir, 1868)",7430831,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus tenuimarginatus,Pterostichus tenuimarginatus,"(Chaudoir, 1868) ",7430831,
,Reicheiodes alpicola,"Reicheiodes alpicola (Ganglbauer, 1891)",4479476,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Reicheiodes,Reicheiodes alpicola,Reicheiodes alpicola,"(Ganglbauer, 1891) ",4479476,
,Siagona dejeani,"Siagona dejeani Rambur, 1837",8293730,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Siagona,Siagona dejeani,Siagona dejeani,"Rambur, 1837",8293730,
,Stenochoromus montenegrinus,"Stenochoromus montenegrinus (L.Miller, 1866)",4472675,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenochoromus,Stenochoromus montenegrinus,Stenochoromus montenegrinus,"(L.Miller, 1866) ",4472675,
,Pterostichus reiseri,"Pterostichus reiseri Ganglbauer, 1889",7816165,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus reiseri,Pterostichus reiseri,"Ganglbauer, 1889",7816165,
,Pterostichus justusii,"Pterostichus justusii W.Redtenbacher, 1842",8315473,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus justusii,Pterostichus justusii,"W.Redtenbacher, 1842",8315473,
,Reicheidius frondicola,"Reicheidius frondicola (Reitter, 1881)",4479768,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Reicheidius,Reicheidius frondicola,Reicheidius frondicola,"(Reitter, 1881) ",4479768,
,Pterostichus grajus,"Pterostichus grajus (Dejean, 1828)",8300634,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus grajus,Pterostichus grajus,"(Dejean, 1828) ",8300634,
,Speluncarius anophthalmus,"Speluncarius anophthalmus (Reitter, 1886)",4472263,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Speluncarius,Speluncarius anophthalmus,Speluncarius anophthalmus,"(Reitter, 1886) ",4472263,
,Epaphius ovatus,"Epaphius Leach, 1819",4404738,HIGHERRANK,95,ACCEPTED,GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,,Epaphius,"Leach, 1819",4404738,
,Pterostichus hungaricus,"Pterostichus hungaricus (Dejean, 1828)",7547120,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus hungaricus,Pterostichus hungaricus,"(Dejean, 1828) ",7547120,
,Pterostichus foveolatus,"Pterostichus foveolatus (Duftschmid, 1812)",7389696,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus foveolatus,Pterostichus foveolatus,"(Duftschmid, 1812) ",7389696,
,Pterostichus impressus,"Pterostichus impressus (Fairmaire & Laboulbène, 1854)",7790241,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus impressus,Pterostichus impressus,"(Fairmaire & Laboulbène, 1854) ",7790241,
,Tapinopterus cognatus,"Tapinopterus cognatus (Dejean, 1831)",4472373,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Tapinopterus,Tapinopterus cognatus,Tapinopterus cognatus,"(Dejean, 1831) ",4472373,
,Epaphius ochreatus,"Epaphius Leach, 1819",4404738,HIGHERRANK,95,ACCEPTED,GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,,Epaphius,"Leach, 1819",4404738,
,Trechus bosnicus,"Trechus bosnicus Ganglbauer, 1891",4476339,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Trechus,Trechus bosnicus,Trechus bosnicus,"Ganglbauer, 1891",4476339,
,Pterostichus findelii,"Pterostichus findelii (Dejean, 1828)",8120771,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus findelii,Pterostichus findelii,"(Dejean, 1828) ",8120771,
,Myzostoma glabrum,"Myzostoma glabrum Graff, 1877",2317330,EXACT,99,ACCEPTED,SPECIES,Animalia,Annelida,Polychaeta,Phyllodocida,Myzostomatidae,Myzostoma,Myzostoma glabrum,Myzostoma glabrum,"Graff, 1877",2317330,
,Anthaxia hackeri,"Anthaxia hackeri Frivaldszky, 1884",4431823,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Anthaxia,Anthaxia hackeri,Anthaxia hackeri,"Frivaldszky, 1884",4431823,
,Acupalpus notatus,"Acupalpus notatus Mulsant & Rey, 1861",8299239,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Acupalpus,Acupalpus notatus,Acupalpus notatus,"Mulsant & Rey, 1861",8299239,
,Agonum impressum,"Agonum impressum (Panzer, 1796)",5755063,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,Agonum impressum,Agonum impressum,"(Panzer, 1796) ",5755063,
,Amara fusca,"Amara fusca Dejean, 1828",4473093,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara fusca,Amara fusca,"Dejean, 1828",4473093,
,Amara cuniculina,"Amara cuniculina Dejean, 1831",4472969,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara cuniculina,Amara cuniculina,"Dejean, 1831",4472969,
,Amara glabrata,"Amara glabrata Dejean, 1828",4472806,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara glabrata,Amara glabrata,"Dejean, 1828",4472806,
,Anthaxia olivieri,"Anthaxia olivieri Gory & Laporte, 1839",4431824,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Anthaxia,Anthaxia olivieri,Anthaxia olivieri,"Gory & Laporte, 1839",4431824,
,Amara schimperi,"Amara schimperi Wencker, 1866",4472870,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara schimperi,Amara schimperi,"Wencker, 1866",4472870,
,Amara nobilis,"Amara nobilis (Duftschmid, 1812)",9082201,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara nobilis,Amara nobilis,"(Duftschmid, 1812) ",9082201,
,Amara montana,"Amara montana Dejean, 1828",4472931,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara montana,Amara montana,"Dejean, 1828",4472931,
,Amara erythrocnema,"Amara erythrocnema Dejean, 1828",4472817,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara erythrocnema,Amara erythrocnema,"Dejean, 1828",4472817,
,Amblystomus mauritanicus,"Amblystomus mauritanicus (Dejean, 1829)",4475642,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amblystomus,Amblystomus mauritanicus,Amblystomus mauritanicus,"(Dejean, 1829) ",4475642,
,Amara misella,"Amara misella L.Miller, 1868",4472955,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara misella,Amara misella,"L.Miller, 1868",4472955,
,Acmaeoderella virgulata,"Acmaeoderella virgulata (Illiger, 1803)",4431247,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Acmaeoderella,Acmaeoderella virgulata,Acmaeoderella virgulata,"(Illiger, 1803) ",4431247,
,Agonum sordidum,"Agonum sordidum Dejean, 1828",5755030,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,Agonum sordidum,Agonum sordidum,"Dejean, 1828",5755030,
,Amara alpestris,"Amara alpestris A. & G.B.Villa, 1833",4473067,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara alpestris,Amara alpestris,"A. & G.B.Villa, 1833",4473067,
,Amara cardui,"Amara cardui Dejean, 1831",4473062,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara cardui,Amara cardui,"Dejean, 1831",4473062,
,Amara rufoaenea,"Amara rufoaenea Dejean, 1828",4472977,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara rufoaenea,Amara rufoaenea,"Dejean, 1828",4472977,
,Bembidion brunnicornis,"Bembidion brunnicorne Dejean, 1831",7596481,FUZZY,96,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion brunnicorne,Bembidion brunnicorne,"Dejean, 1831",7596481,
,Bembidion dufourii,"Bembidion dufourii Perris, 1864",4478588,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion dufourii,Bembidion dufourii,"Perris, 1864",4478588,
,Brachinus bellicosus,"Brachinus bellicosus L.Dufour, 1820",4474904,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Brachinus,Brachinus bellicosus,Brachinus bellicosus,"L.Dufour, 1820",4474904,
,Brachinus immaculicornis,"Brachinus immaculicornis Dejean, 1826",4474875,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Brachinus,Brachinus immaculicornis,Brachinus immaculicornis,"Dejean, 1826",4474875,
,Brachinus psophia,"Brachinus psophia Audinet-Serville, 1821",4474866,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Brachinus,Brachinus psophia,Brachinus psophia,"Audinet-Serville, 1821",4474866,
,Bembidion laticolle,"Bembidion laticolle (Duftschmid, 1812)",7863844,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion laticolle,Bembidion laticolle,"(Duftschmid, 1812) ",7863844,
,Brachinus nigricornis,"Brachinus nigricornis Gebler, 1830",4474933,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Brachinus,Brachinus nigricornis,Brachinus nigricornis,"Gebler, 1830",4474933,
,Bembidion reiseri,"Bembidion reiseri Apfelbeck, 1902",7403641,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion reiseri,Bembidion reiseri,"Apfelbeck, 1902",7403641,
,Platynus cyaneus,"Platynus cyaneus (Dejean, 1828)",8758282,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Anchomenus,Anchomenus cyaneus,Platynus cyaneus,"(Dejean, 1828) ",8758282,5754971
,Broscus politus,"Broscus politus (Dejean, 1828)",4480398,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Broscus,Broscus politus,Broscus politus,"(Dejean, 1828) ",4480398,
,Carabus bertolinii,"Carabus bertolinii (Kraatz, 1878)",4470917,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus bertolinii,Carabus bertolinii,"(Kraatz, 1878) ",4470917,
,Bembidion foraminosum,"Bembidion foraminosum Sturm, 1825",8090178,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion foraminosum,Bembidion foraminosum,"Sturm, 1825",8090178,
,Meliboeus amethystinus,"Meliboeus amethystinus (Olivier, 1790)",4432445,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Meliboeus,Meliboeus amethystinus,Meliboeus amethystinus,"(Olivier, 1790) ",4432445,
,Broscosoma baldense,"Broscosoma baldense Rosenhauer, 1846",4480403,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Broscosoma,Broscosoma baldense,Broscosoma baldense,"Rosenhauer, 1846",4480403,
,Bembidion lunatum,"Bembidion lunatum (Duftschmid, 1812)",6097886,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion lunatum,Bembidion lunatum,"(Duftschmid, 1812) ",6097886,
,Brachinus italicus,"Brachinus italicus (Dejean, 1831)",4474892,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Brachinus,Brachinus italicus,Brachinus italicus,"(Dejean, 1831) ",4474892,
,Carabus excellens,"Carabus excellens Fabricius, 1798",4470820,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus excellens,Carabus excellens,"Fabricius, 1798",4470820,
,Carabus planicollis,"Carabus planicollis Küster, 1846",4470748,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus planicollis,Carabus planicollis,"Küster, 1846",4470748,
,Carabus kollari,"Carabus kollari Palliardi, 1825",4470829,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus kollari,Carabus kollari,"Palliardi, 1825",4470829,
,Amara samnitica,"Amara samnitica A.Fiori, 1899",4472984,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara samnitica,Amara samnitica,"A.Fiori, 1899",4472984,
,Carabus vagans,"Carabus vagans Olivier, 1795",4470478,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus vagans,Carabus vagans,"Olivier, 1795",4470478,
,Carabus trojanus,"Carabus trojanus Dejean, 1826",4471152,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus trojanus,Carabus trojanus,"Dejean, 1826",4471152,
,Cymindis miliaris,"Cymindis miliaris (Fabricius, 1801)",7970887,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cymindis,Cymindis miliaris,Cymindis miliaris,"(Fabricius, 1801) ",7970887,
,Chlaenius festivus,"Chlaenius festivus (Panzer, 1796)",5754880,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Chlaenius,Chlaenius festivus,Chlaenius festivus,"(Panzer, 1796) ",5754880,
,Cicindela concolor,"Cicindela concolor Dejean, 1822",4480469,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,Cicindela concolor,Cicindela concolor,"Dejean, 1822",4480469,
,Cicindela soluta,"Cicindela soluta Dejean, 1822",4480477,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,Cicindela soluta,Cicindela soluta,"Dejean, 1822",4480477,
,Carabus lefebvrei,"Carabus lefebvrei Dejean, 1826",4471008,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus lefebvrei,Carabus lefebvrei,"Dejean, 1826",4471008,
,Acupalpus suturalis,"Acupalpus suturalis Dejean, 1829",7482235,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Acupalpus,Acupalpus suturalis,Acupalpus suturalis,"Dejean, 1829",7482235,
,Aporrhais serresianus,"Aporrhais serresiana (Michaud, 1828)",2299205,FUZZY,97,ACCEPTED,SPECIES,Animalia,Mollusca,Gastropoda,Littorinimorpha,Aporrhaidae,Aporrhais,Aporrhais serresiana,Aporrhais serresiana,"(Michaud, 1828) ",2299205,
,Carabus graecus,"Carabus graecus Dejean, 1826",4471138,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus graecus,Carabus graecus,"Dejean, 1826",4471138,
,Amara brevis,"Amara brevis Dejean, 1828",4473032,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara brevis,Amara brevis,"Dejean, 1828",4473032,
,Duvalius procerus,"Duvalius procerus (Putzeys, 1847)",4477260,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Duvalius,Duvalius procerus,Duvalius procerus,"(Putzeys, 1847) ",4477260,
,Cychrus angustatus,"Cychrus angustatus Hoppe & Hornschuch, 1825",8102001,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cychrus,Cychrus angustatus,Cychrus angustatus,"Hoppe & Hornschuch, 1825",8102001,
,Cylindera paludosa,"Cylindera paludosa (L.Dufour, 1820)",7940401,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cylindera,Cylindera paludosa,Cylindera paludosa,"(L.Dufour, 1820) ",7940401,
,Clivina laevifrons,"Clivina laevifrons Chaudoir, 1842",4479811,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Clivina,Clivina laevifrons,Clivina laevifrons,"Chaudoir, 1842",4479811,
,Harpalus cupreus,"Harpalus cupreus Dejean, 1829",8130128,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus cupreus,Harpalus cupreus,"Dejean, 1829",8130128,
,Harpalus oblitus,"Harpalus oblitus Dejean, 1829",7592730,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus oblitus,Harpalus oblitus,"Dejean, 1829",7592730,
,Dyschirius apicalis,"Dyschirius apicalis Putzeys, 1846",5756943,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius apicalis,Dyschirius apicalis,"Putzeys, 1846",5756943,
,Dyschirius bacillus,"Dyschirius bacillus Schaum, 1857",5756950,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius bacillus,Dyschirius bacillus,"Schaum, 1857",5756950,
,Harpalus pygmaeus,"Harpalus pygmaeus Dejean, 1829",7499368,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus pygmaeus,Harpalus pygmaeus,"Dejean, 1829",7499368,
,Lebia scapularis,"Lebia scapularis (Geoffroy, 1785)",8422313,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Lebia,Lebia scapularis,Lebia scapularis,"(Geoffroy, 1785) ",8422313,
,Laemostenus elongatus,"Laemostenus elongatus (Dejean, 1828)",5755281,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Laemostenus,Laemostenus elongatus,Laemostenus elongatus,"(Dejean, 1828) ",5755281,
,Leistus barnevillei,"Leistus barnevillei Chaudoir, 1867",4473831,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,Leistus barnevillei,Leistus barnevillei,"Chaudoir, 1867",4473831,
,Leistus gracilis,"Leistus gracilis Fuss, 1860",4473934,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,Leistus gracilis,Leistus gracilis,"Fuss, 1860",4473934,
,Cymindis scapularis,"Cymindis scapularis Schaum, 1857",7684733,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cymindis,Cymindis scapularis,Cymindis scapularis,"Schaum, 1857",7684733,
,Laemostenus schreibersi,"Laemostenus schreibersii (Küster, 1846)",5755257,FUZZY,98,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Laemostenus,Laemostenus schreibersii,Laemostenus schreibersii,"(Küster, 1846) ",5755257,
,Lebia cyanocephala,"Lebia cyanocephala (Linnaeus, 1758)",6097855,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Lebia,Lebia cyanocephala,Lebia cyanocephala,"(Linnaeus, 1758) ",6097855,
,Laemostenus dalmatinus,"Laemostenus dalmatinus (Dejean, 1828)",5755186,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Laemostenus,Laemostenus dalmatinus,Laemostenus dalmatinus,"(Dejean, 1828) ",5755186,
,Leistus apfelbecki,"Leistus apfelbecki Ganglbauer, 1891",4473921,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,Leistus apfelbecki,Leistus apfelbecki,"Ganglbauer, 1891",4473921,
,Molops obtusangulus,"Molops obtusangulus Ganglbauer, 1889",5754558,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Molops,Molops obtusangulus,Molops obtusangulus,"Ganglbauer, 1889",5754558,
,Lonchosternus hispanicus,"Lonchosternus hispanicus (Dejean, 1826)",4471220,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Lonchosternus,Lonchosternus hispanicus,Lonchosternus hispanicus,"(Dejean, 1826) ",4471220,
,Lionychus albonotatus,"Lionychus albonotatus (Dejean, 1825)",6547245,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Lionychus,Lionychus albonotatus,Lionychus albonotatus,"(Dejean, 1825) ",6547245,
,Epaphius rivularis,"Epaphius rivularis (Gyllenhal, 1810)",4476062,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius rivularis,Epaphius rivularis,"(Gyllenhal, 1810) ",4476062,
,Harpalus zabroides,"Harpalus zabroides Dejean, 1829",7555040,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus zabroides,Harpalus zabroides,"Dejean, 1829",7555040,
,Microlestes luctuosus,"Microlestes luctuosus Holdhaus, 1904",7525729,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Microlestes,Microlestes luctuosus,Microlestes luctuosus,"Holdhaus, 1904",7525729,
,Nebria fasciatopunctata,"Nebria fasciatopunctata L.Miller, 1850",4473759,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria fasciatopunctata,Nebria fasciatopunctata,"L.Miller, 1850",4473759,
,Cychrus cordicollis,"Cychrus cordicollis Chaudoir, 1835",7424178,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cychrus,Cychrus cordicollis,Cychrus cordicollis,"Chaudoir, 1835",7424178,
,Nebria dejeanii,"Nebria dejeanii Dejean, 1826",4473755,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria dejeanii,Nebria dejeanii,"Dejean, 1826",4473755,
,Nebria carpathica,"Nebria carpathica E.A.Bielz, 1850",4473658,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria carpathica,Nebria carpathica,"E.A.Bielz, 1850",4473658,
,Dyschirius impunctipennis,"Dyschirius impunctipennis Dawson, 1854",5716409,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius impunctipennis,Dyschirius impunctipennis,"Dawson, 1854",5716409,
,Clivina ypsilon,"Clivina ypsilon Dejean, 1830",4479803,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Clivina,Clivina ypsilon,Clivina ypsilon,"Dejean, 1830",4479803,
,Nebria bosnica,"Nebria bosnica Ganglbauer, 1889",4473799,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria bosnica,Nebria bosnica,"Ganglbauer, 1889",4473799,
,Nebria transsylvanica,"Nebria transsylvanica Germar, 1823",4473732,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria transsylvanica,Nebria transsylvanica,"Germar, 1823",4473732,
,Olisthopus glabricollis,"Olisthopus glabricollis (Germar, 1817)",4473983,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Olisthopus,Olisthopus glabricollis,Olisthopus glabricollis,"(Germar, 1817) ",4473983,
,Nebria schusteri,"Nebria schusteri Ganglbauer, 1889",4473520,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria schusteri,Nebria schusteri,"Ganglbauer, 1889",4473520,
,Harpalus karamani,"Harpalus karamani Apfelbeck, 1902",7867756,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus karamani,Harpalus karamani,"Apfelbeck, 1902",7867756,
