occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,Nephus nigricans,"Nephus nigricans Weise, 1879",7961458,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Nephus,Nephus nigricans,Nephus nigricans,"Weise, 1879",7961458,
,Lithophilus cordatus,"Lithophilus cordatus Rosenhauer, 1856",8883553,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Lithophilus,Lithophilus cordatus,Lithophilus cordatus,"Rosenhauer, 1856",8883553,
,Rhagonycha nitida,"Rhagonycha nitida Baudi, 1859",4429660,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha nitida,Rhagonycha nitida,"Baudi, 1859",4429660,
,Rhagonycha ornaticollis,"Rhagonycha ornaticollis Marseul, 1864",4429777,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha ornaticollis,Rhagonycha ornaticollis,"Marseul, 1864",4429777,
,Nephus ludyi,"Nephus ludyi (J.Weise, 1879)",7731704,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Nephus,Nephus ludyi,Nephus ludyi,"(J.Weise, 1879) ",7731704,
,Oenopia oncina,"Oenopia oncina (Olivier, 1808)",9215879,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Oenopia,Oenopia oncina,Oenopia oncina,"(Olivier, 1808) ",9215879,
,Myrrha thuriferae,"Myrrha thuriferae (Sicard, 1923)",4452245,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Myrrha,Myrrha thuriferae,Myrrha thuriferae,"(Sicard, 1923) ",4452245,
,Pharoscymnus setulosus,"Pharoscymnus setulosus (Chevrolat, 1861)",4452478,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Pharoscymnus,Pharoscymnus setulosus,Pharoscymnus setulosus,"(Chevrolat, 1861) ",4452478,
,Rhyzobius bipartitus,"Rhyzobius bipartitus Fuente, 1918",7805732,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Rhyzobius,Rhyzobius bipartitus,Rhyzobius bipartitus,"Fuente, 1918",7805732,
,Scymnus araraticus,"Scymnus araraticus Iablokoff-Khnzorian, 1969",7823083,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus araticus,Scymnus araraticus,"Iablokoff-Khnzorian, 1969",7823083,9482392
,Rhagonycha patricia,"Rhagonycha patricia Kiesenwetter, 1865",4429734,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha patricia,Rhagonycha patricia,"Kiesenwetter, 1865",4429734,
,Lithophilus connatus,"Lithophilus connatus (Panzer, 1796)",9032731,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Lithophilus,Lithophilus connatus,Lithophilus connatus,"(Panzer, 1796) ",9032731,
,Scymnobius bivulnerus,"Scymnobius Casey, 1899",1043155,HIGHERRANK,96,ACCEPTED,GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnobius,,Scymnobius,"Casey, 1899",1043155,
,Scymnus mediterraneus,"Scymnus mediterraneus Iablokoff-Khnzorian, 1972",6993789,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus mediterraneus,Scymnus mediterraneus,"Iablokoff-Khnzorian, 1972",6993789,
,Scymnus limnichoides,"Scymnus limnichoides Wollaston, 1854",8718836,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus limnichoides,Scymnus limnichoides,"Wollaston, 1854",8718836,
,Scymnus damryi,"Scymnus damryi Weise, 1879",7441581,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus damryi,Scymnus damryi,"Weise, 1879",7441581,
,Scymnus franzi,"Scymnus franzi Fursch & Kreissl, 1967",8768308,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus franzi,Scymnus franzi,"Fursch & Kreissl, 1967",8768308,
,Scymnus marginalis,"Scymnus marginalis (Rossi, 1794)",7630605,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus marginalis,Scymnus marginalis,"(Rossi, 1794) ",7630605,
,Dichelotarsus procerulus,"Dichelotarsus procerulus (Kiesenwetter, 1860)",4429556,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Dichelotarsus,Dichelotarsus procerulus,Dichelotarsus procerulus,"(Kiesenwetter, 1860) ",4429556,
,Nephus kiesenwetteri,"Nephus kiesenwetteri Mulsant, 1850",7766426,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Nephus,Nephus kiesenwetteri,Nephus kiesenwetteri,"Mulsant, 1850",7766426,
,Nephus flavopictus,"Nephus flavopictus (Wollaston, 1854)",8898756,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Nephus,Nephus flavopictus,Nephus flavopictus,"(Wollaston, 1854) ",8898756,
,Scymnus quadriguttatus,"Scymnus quadriguttatus Capra, 1924",8928456,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus quadriguttatus,Scymnus quadriguttatus,"Capra, 1924",8928456,
,Scymnus rufipes,Scymnus rufipes,7868968,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus schmidti,Scymnus rufipes,,7868968,8583563
,Stethorus balearicus,"Stethorus balearicus Fursch, 1987",4452309,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Stethorus,Stethorus balearicus,Stethorus balearicus,"Fursch, 1987",4452309,
,Scymnus flagellisiphonatus,"Scymnus flagellisiphonatus (Fürsch, 1970)",7557919,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus flagellisiphonatus,Scymnus flagellisiphonatus,"(Fürsch, 1970) ",7557919,
,Anthicus angustatus,"Anthicus angustatus Curtis, 1838",4458027,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthicus,Anthicus angustatus,Anthicus angustatus,"Curtis, 1838",4458027,
,Scymnus fraxini,"Scymnus fraxini Mulsant, 1850",8313503,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus fraxini,Scymnus fraxini,"Mulsant, 1850",8313503,
,Anthrenus munroi,"Anthrenus munroi Hinton, 1943",4427316,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus munroi,Anthrenus munroi,"Hinton, 1943",4427316,
,Anthrenus coloratus,"Anthrenus coloratus Reitter, 1881",1095893,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus coloratus,Anthrenus coloratus,"Reitter, 1881",1095893,
,Anthrenus flavidus,"Anthrenus flavidus Solskij, 1876",4427293,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus flavidus,Anthrenus flavidus,"Solskij, 1876",4427293,
,Anthrenus olgae,"Anthrenus olgae Kalik, 1946",4427298,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus olgae,Anthrenus olgae,"Kalik, 1946",4427298,
,Anthrenus sordidulus,"Anthrenus sordidulus Reitter, 1889",4427290,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus sordidulus,Anthrenus sordidulus,"Reitter, 1889",4427290,
,Anthrenus delicatus,"Anthrenus delicatus Kiesenwetter, 1851",4427308,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus delicatus,Anthrenus delicatus,"Kiesenwetter, 1851",4427308,
,Anthrenus molitor,"Anthrenus molitor Aubé, 1850",4427296,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus molitor,Anthrenus molitor,"Aubé, 1850",4427296,
,Attagenus abbreviatus,"Attagenus abbreviatus Heer, 1856",4427477,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus abbreviatus,Attagenus abbreviatus,"Heer, 1856",4427477,
,Attagenus civetta,"Attagenus civetta (Mulsant & Rey, 1868)",4427460,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus civetta,Attagenus civetta,"(Mulsant & Rey, 1868) ",4427460,
,Attagenus lynx,"Attagenus lynx (Mulsant & Rey, 1868)",4427472,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus lynx,Attagenus lynx,"(Mulsant & Rey, 1868) ",4427472,
,Attagenus obtusus,"Attagenus obtusus (Gyllenhal, 1808)",4427451,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus obtusus,Attagenus obtusus,"(Gyllenhal, 1808) ",4427451,
,Attagenus posticalis,"Attagenus posticalis (Fairmaire, 1879)",4427482,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus posticalis,Attagenus posticalis,"(Fairmaire, 1879) ",4427482,
,Attagenus wollastoni,"Attagenus wollastoni Mroczkowski, 1964",4427471,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus wollastoni,Attagenus wollastoni,"Mroczkowski, 1964",4427471,
,Attagenus escalerai,"Attagenus escalerai Mader, 1954",7507314,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus escalerai,Attagenus escalerai,"Mader, 1954",7507314,
,Attagenus cyphonoides,"Attagenus cyphonoides Reitter, 1881",1095951,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus cyphonoides,Attagenus cyphonoides,"Reitter, 1881",1095951,
,Attagenus lobatus,"Attagenus lobatus Rosenhauer, 1856",1095952,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus lobatus,Attagenus lobatus,"Rosenhauer, 1856",1095952,
,Attagenus silvaticus,"Attagenus silvaticus Zhantiev, 1976",4427439,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus silvaticus,Attagenus silvaticus,"Zhantiev, 1976",4427439,
,Attagenus simplex,"Attagenus simplex Reitter, 1881",4427418,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus simplex,Attagenus simplex,"Reitter, 1881",4427418,
,Attagenus maritimus,"Attagenus maritimus Gene, 1839",4427428,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus maritimus,Attagenus maritimus,"Gene, 1839",4427428,
,Attagenus fallax,"Attagenus fallax Gené, 1839",4427467,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus fallax,Attagenus fallax,"Gené, 1839",4427467,
,Olibrus bisignatus,"Olibrus bisignatus (Ménétriés, 1849)",4450386,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Phalacridae,Olibrus,Olibrus bisignatus,Olibrus bisignatus,"(Ménétriés, 1849) ",4450386,
,Attagenus tigrinus,"Attagenus tigrinus (Fabricius, 1792)",4427420,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus tigrinus,Attagenus tigrinus,"(Fabricius, 1792) ",4427420,
,Attagenus quadrimaculatus,"Attagenus quadrimaculatus Kraatz, 1858",4427437,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus quadrimaculatus,Attagenus quadrimaculatus,"Kraatz, 1858",4427437,
,Dermestes coronatus,"Dermestes coronatus Steven, 1808",4427395,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes coronatus,Dermestes coronatus,"Steven, 1808",4427395,
,Dermestes intermedius,"Dermestes intermedius Kalik, 1951",4427403,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes intermedius,Dermestes intermedius,"Kalik, 1951",4427403,
,Dermestes leopardinus,"Dermestes leopardinus Mulsant & Godart, 1855",4427404,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes leopardinus,Dermestes leopardinus,"Mulsant & Godart, 1855",4427404,
,Scymnus pallidulus,"Scymnus pallidulus Wollaston, 1867",8731159,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus pallidulus,Scymnus pallidulus,"Wollaston, 1867",8731159,
,Scymnus bivulnerus,"Scymnus bivulnerus Capra & Fürsch, 1967",8963416,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus bivulnerus,Scymnus bivulnerus,"Capra & Fürsch, 1967",8963416,
,Steropes caspius,"Steropes caspius Steven, 1806",6947400,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Steropes,Steropes caspius,Steropes caspius,"Steven, 1806",6947400,
,Lithophilus marginatus,"Lithophilus marginatus Reitter, 1884",8956816,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Lithophilus,Lithophilus marginatus,Lithophilus marginatus,"Reitter, 1884",8956816,
,Scymnus fulvicollis,"Scymnus fulvicollis Mulsant, 1846",7794915,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus fulvicollis,Scymnus fulvicollis,"Mulsant, 1846",7794915,
,Scymnus flavicollis,"Scymnus flavicollis Redtenbacher, 1843",9181591,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus flavicollis,Scymnus flavicollis,"Redtenbacher, 1843",9181591,
,Dermestes gyllenhali,"Dermestes gyllenhalii Laporte de Castelnau, 1840",6966127,FUZZY,98,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes gyllenhalii,Dermestes gyllenhalii,"Laporte de Castelnau, 1840",6966127,
,Dermestes pardalis,"Dermestes pardalis Billberg, 1808",4427393,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes pardalis,Dermestes pardalis,"Billberg, 1808",4427393,
,Dermestes hirticollis,"Dermestes hirticollis Fabricius, 1792",4427383,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes hirticollis,Dermestes hirticollis,"Fabricius, 1792",4427383,
,Globicornis picta,"Globicornis picta (Küster, 1851)",4427324,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Globicornis,Globicornis picta,Globicornis picta,"(Küster, 1851) ",4427324,
,Globicornis tristis,"Globicornis tristis (Reitter, 1881)",4427334,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Globicornis,Globicornis tristis,Globicornis tristis,"(Reitter, 1881) ",4427334,
,Globicornis variegata,"Globicornis variegata (Küster, 1851)",4427328,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Globicornis,Globicornis variegata,Globicornis variegata,"(Küster, 1851) ",4427328,
,Megatoma ruficornis,"Megatoma ruficornis Aubé, 1866",7453491,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Megatoma,Megatoma ruficornis,Megatoma ruficornis,"Aubé, 1866",7453491,
,Dermestes aurichalceus,"Dermestes aurichalceus Küster, 1846",4427400,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes aurichalceus,Dermestes aurichalceus,"Küster, 1846",4427400,
,Anthrenus pfefferi,"Anthrenus pfefferi Kalik, 1954",4427312,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus pfefferi,Anthrenus pfefferi,"Kalik, 1954",4427312,
,Anthrenus signatus,"Anthrenus signatus Erichson, 1846",4427299,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus signatus,Anthrenus signatus,"Erichson, 1846",4427299,
,Orphinus fulvipes,"Orphinus fulvipes (Guérin-Méneville, 1836)",1095834,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Orphinus,Orphinus fulvipes,Orphinus fulvipes,"(Guérin-Méneville, 1836) ",1095834,
,Thorictus baudii,"Thorictus baudii Reitter, 1860",4427534,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus baudii,Thorictus baudii,"Reitter, 1860",4427534,
,Thorictus castaneus,"Thorictus castaneus Germar, 1834",4427523,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus castaneus,Thorictus castaneus,"Germar, 1834",4427523,
,Thorictus foreli,"Thorictus foreli Wasmann, 1894",4427499,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus foreli,Thorictus foreli,"Wasmann, 1894",4427499,
,Thorictus franzi,"Thorictus franzi John, 1967",4427529,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus franzi,Thorictus franzi,"John, 1967",4427529,
,Thorictus grandicollis,"Thorictus grandicollis Germar, 1842",4427501,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus grandicollis,Thorictus grandicollis,"Germar, 1842",4427501,
,Thorictus mauritanicus,"Thorictus mauritanicus Lucas, 1849",4427533,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus mauritanicus,Thorictus mauritanicus,"Lucas, 1849",4427533,
,Thorictus orientalis,"Thorictus orientalis Peyron, 1857",4427519,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus orientalis,Thorictus orientalis,"Peyron, 1857",4427519,
,Thorictus pilosus,"Thorictus pilosus Peyron, 1857",4427507,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus pilosus,Thorictus pilosus,"Peyron, 1857",4427507,
,Thorictus dimidiatus,"Thorictus dimidiatus Peyron, 1860",4427510,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus dimidiatus,Thorictus dimidiatus,"Peyron, 1860",4427510,
,Thorictus ehlersii,"Thorictus ehlersii Pering, 1872",4427497,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus ehlersii,Thorictus ehlersii,"Pering, 1872",4427497,
,Thorictus tuberosus,"Thorictus tuberosus Reitter, 1881",4427500,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus tuberosus,Thorictus tuberosus,"Reitter, 1881",4427500,
,Thorictus wollastoni,"Thorictus wollastoni John, 1963",4427502,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus wollastoni,Thorictus wollastoni,"John, 1963",4427502,
,Anthrenus sarnicus,"Anthrenus sarnicus Mroczkowski, 1963",4427306,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus sarnicus,Anthrenus sarnicus,"Mroczkowski, 1963",4427306,
,Dryops striatopunctatus,"Dryops striatopunctatus (Heer, 1841)",6944620,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops striatopunctatus,Dryops striatopunctatus,"(Heer, 1841) ",6944620,
,Dryops caspius,"Dryops caspius (Menetries, 1832)",9003540,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops caspius,Dryops caspius,"(Menetries, 1832) ",9003540,
,Dryops doderoi,"Dryops doderoi Bollow, 1936",6944625,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops doderoi,Dryops doderoi,"Bollow, 1936",6944625,
,Dryops subincanus,"Dryops subincanus (Kuwert, 1890)",6944525,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops subincanus,Dryops subincanus,"(Kuwert, 1890) ",6944525,
,Dryops rufipes,"Dryops rufipes (Krynicki, 1832)",6944610,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops rufipes,Dryops rufipes,"(Krynicki, 1832) ",6944610,
,Stethorus wollastoni,"Stethorus wollastoni Kapur, 1948",4452310,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Stethorus,Stethorus wollastoni,Stethorus wollastoni,"Kapur, 1948",4452310,
,Stethorus gilvifrons,"Stethorus gilvifrons (Mulsant, 1850)",4452311,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Stethorus,Stethorus gilvifrons,Stethorus gilvifrons,"(Mulsant, 1850) ",4452311,
,Scymnus laetificus,"Scymnus laetificus Weise, 1879",9057274,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus laetificus,Scymnus laetificus,"Weise, 1879",9057274,
,Dermestes hispanicus,"Dermestes hispanicus Kalik, 1952",4427379,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes hispanicus,Dermestes hispanicus,"Kalik, 1952",4427379,
,Dryops championi,"Dryops championi Dodero, 1918",6944559,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops championi,Dryops championi,"Dodero, 1918",6944559,
,Dryops striatellus,"Dryops striatellus (Fairmaire & Brisout, 1859)",6097327,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops striatellus,Dryops striatellus,"(Fairmaire & Brisout, 1859) ",6097327,
,Procas picipes,"Procas picipes (T.Marsham, 1802)",1247974,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Brachyceridae,Procas,Procas picipes,Procas picipes,"(T.Marsham, 1802) ",1247974,
,Aulonogyrus concinnus,"Aulonogyrus concinnus (Klug, 1834)",5753522,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Aulonogyrus,Aulonogyrus concinnus,Aulonogyrus concinnus,"(Klug, 1834) ",5753522,
,Gyrinus colymbus,"Gyrinus colymbus Erichson, 1837",7004078,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrinus,Gyrinus colymbus,Gyrinus colymbus,"Erichson, 1837",7004078,
,Gyrinus dejeani,"Gyrinus dejeani Brullé, 1832",7003992,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrinus,Gyrinus dejeani,Gyrinus dejeani,"Brullé, 1832",7003992,
,Brychius glabratus,"Brychius glabratus (A.Villa & J.B.Villa, 1835)",4470316,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Brychius,Brychius glabratus,Brychius glabratus,"(A.Villa & J.B.Villa, 1835) ",4470316,
,Haliplus kulleri,"Haliplus kulleri Vondel, 1988",4470342,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus kulleri,Haliplus kulleri,"Vondel, 1988",4470342,
,Haliplus maculatus,"Haliplus maculatus Motschulsky, 1860",4470332,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus maculatus,Haliplus maculatus,"Motschulsky, 1860",4470332,
,Haliplus rubidus,"Haliplus rubidus Perris, 1857",4470326,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus rubidus,Haliplus rubidus,"Perris, 1857",4470326,
,Haliplus andalusicus,"Haliplus andalusicus Wehncke, 1872",4470328,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus andalusicus,Haliplus andalusicus,"Wehncke, 1872",4470328,
,Haliplus guttatus,"Haliplus guttatus Aubé, 1836",4470330,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus guttatus,Haliplus guttatus,"Aubé, 1836",4470330,
